id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
155	křížová p. (2014)	"<table><tr><td>Authors:</td><td>křížová p.; musílek m.; vacková z.; bečvářová z.; kozáková j.</td></tr><tr><td>Title:</td><td>sequencing analysis of the antigens included in the four-component vaccine against serogroup b meningococcus in czech isolates of neisseria meningitidis from 2007–2013 [sekvenační analýza antigenů zařazených v čtyřkomponentní vakcíně proti meningokoku b v českých izolátech neisseria meningitidis v období 2007–2013]</td></tr><tr><td>Source:</td><td>epidemiologie, mikrobiologie, imunologie, 63(1), 61-68</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"		1.1952	-0.1669	2	207	332	4	0.1974	2014	4	0.1974
156	vernikos g. (2014)	"<table><tr><td>Authors:</td><td>vernikos g.; medini d.</td></tr><tr><td>Title:</td><td>bexsero® chronicle</td></tr><tr><td>Source:</td><td>pathogens and global health, 108(7), 305-311</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1179/2047773214y.0000000162	1.1972	0.0212	2	267	586	59	2.9117	2014	59	2.9117
157	van regenmortel m.h.v. (2014a)	"<table><tr><td>Authors:</td><td>van regenmortel m.h.v.</td></tr><tr><td>Title:</td><td>an outdated notion of antibody specificity is one of the major detrimental assumptions of the structure-based reverse vaccinology paradigm, which prevented it from helping to develop an effective hiv-1 vaccine</td></tr><tr><td>Source:</td><td>frontiers in immunology, 5(nov)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.3389/fimmu.2014.00593	0.8328	0.62	5	99	309	18	0.8883	2014	18	0.8883
158	chakraborty s. (2014)	"<table><tr><td>Authors:</td><td>chakraborty s.</td></tr><tr><td>Title:</td><td>ebola vaccine: multiple peptide-epitope loaded vaccine formulation from proteome using reverse vaccinology approach</td></tr><tr><td>Source:</td><td>international journal of pharmacy and pharmaceutical sciences, 6(10), 407-412</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"		-0.9661	0.1495	1	45	49	5	0.2468	2014	5	0.2468
159	böhles n. (2014)	"<table><tr><td>Authors:</td><td>böhles n.; busch k.; hensel m.</td></tr><tr><td>Title:</td><td>vaccines against human diarrheal pathogens: current status and perspectives</td></tr><tr><td>Source:</td><td>human vaccines and immunotherapeutics, 10(6), 1522-1535</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.4161/hv.29241	1.0178	-0.039	2	177	199	20	0.987	2014	20	0.987
160	aebischer t. (2014)	"<table><tr><td>Authors:</td><td>aebischer t.</td></tr><tr><td>Title:</td><td>leishmania spp. proteome data sets: a comprehensive resource for vaccine development to target visceral leishmaniasis</td></tr><tr><td>Source:</td><td>frontiers in immunology, 5(jun)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.3389/fimmu.2014.00260	0.4466	0.1546	4	252	358	13	0.6416	2014	13	0.6416
161	gil á. (2014)	"<table><tr><td>Authors:</td><td>gil á.; barranco d.; batalla j.; bayas j.m.; campins m.; gorrotxategi gorrotxategi p.; lluch j.; martinón-torres f.; mellado m.j.; moreno-pérez d.; uriel b.; vázquez j.a.</td></tr><tr><td>Title:</td><td>prevention of serogroup b meningococcal disease using a four-component vaccine [prevención de la enfermedad meningocócica por el serogrupo b mediante una vacuna de cuatro componentes]</td></tr><tr><td>Source:</td><td>pediatria de atencion primaria, 16(62), 108.e55-108.e74</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"		1.1898	-0.1177	2	252	524	0	0	2014	0	0
162	goodswen s.j. (2014a)	"<table><tr><td>Authors:</td><td>goodswen s.j.; kennedy p.j.; ellis j.t.</td></tr><tr><td>Title:</td><td>discovering a vaccine against neosporosis using computers: is it feasible?</td></tr><tr><td>Source:</td><td>trends in parasitology, 30(8), 401-411</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.pt.2014.06.004	0.4224	0.1534	4	286	649	14	0.6909	2014	14	0.6909
163	jain r. (2014)	"<table><tr><td>Authors:</td><td>jain r.; ramaswamy s.k.; piramanayagam s.</td></tr><tr><td>Title:</td><td>an omics insight: a hope for hrsv vaccine</td></tr><tr><td>Source:</td><td>indian journal of biotechnology, 13(2), 157-164</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"		0.651	-0.1106	2	124	207	0	0	2014	0	0
164	mitić n.s. (2014)	"<table><tr><td>Authors:</td><td>mitić n.s.; pavlović m.d.; jandrlić d.r.</td></tr><tr><td>Title:</td><td>epitope distribution in ordered and disordered protein regions - part a. t-cell epitope frequency, affinity and hydropathy</td></tr><tr><td>Source:</td><td>journal of immunological methods, 406, 83-103</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.jim.2014.02.012	-0.5655	0.0576	1	79	106	8	0.3948	2014	8	0.3948
165	esposito s. (2014)	"<table><tr><td>Authors:</td><td>esposito s.; castellazzi l.; bosco a.; musio a.; stoddard j.</td></tr><tr><td>Title:</td><td>use of a multicomponent, recombinant, meningococcal serogroup b vaccine (4cmenb) for bacterial meningitis prevention</td></tr><tr><td>Source:</td><td>immunotherapy, 6(4), 395-408</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.2217/imt.14.11	1.7818	-0.0819	2	31	122	9	0.4442	2014	9	0.4442
166	hamborg m. (2014)	"<table><tr><td>Authors:</td><td>hamborg m.; rose f.; jorgensen l.; bjorklund k.; pedersen h.b.; christensen d.; foged c.</td></tr><tr><td>Title:</td><td>elucidating the mechanisms of protein antigen adsorption to the caf/naf liposomal vaccine adjuvant systems: effect of charge, fluidity and antigen-to-lipid ratio</td></tr><tr><td>Source:</td><td>biochimica et biophysica acta - biomembranes, 1838(8), 2001-2010</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.bbamem.2014.04.013	0.5924	0.435	4	139	149	28	1.3818	2014	28	1.3818
167	talukdar s. (2014)	"<table><tr><td>Authors:</td><td>talukdar s.; zutshi s.; prashanth k.s.; saikia k.k.; kumar p.</td></tr><tr><td>Title:</td><td>identification of potential vaccine candidates against streptococcus pneumoniae by reverse vaccinology approach</td></tr><tr><td>Source:</td><td>applied biochemistry and biotechnology, 172(6), 3026-3041</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1007/s12010-014-0749-x	0.4608	-0.2011	2	302	544	21	1.0364	2014	21	1.0364
168	andrews s.m. (2014)	"<table><tr><td>Authors:</td><td>andrews s.m.; pollard a.j.</td></tr><tr><td>Title:</td><td>a vaccine against serogroup b neisseria meningitidis: dealing with uncertainty</td></tr><tr><td>Source:</td><td>the lancet infectious diseases, 14(5), 426-434</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/s1473-3099(13)70341-4	1.5715	-0.1212	2	207	605	44	2.1714	2014	44	2.1714
169	van regenmortel m.h.v. (2014b)	"<table><tr><td>Authors:</td><td>van regenmortel m.h.v.; andrieu j.-m.; dimitrov d.s.; ensoli b.; hioe c.e.; moog c.; ruprecht r.m.</td></tr><tr><td>Title:</td><td>paradigm changes and the future of hiv vaccine research: a summary of a workshop held in baltimore on 20 november 2013</td></tr><tr><td>Source:</td><td>journal of aids and clinical research, 5(3)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.4172/2155-6113.1000281	0.8708	0.6857	5	20	69	11	0.5429	2014	11	0.5429
170	kanagavel m. (2014)	"<table><tr><td>Authors:</td><td>kanagavel m.; shanmughapriya s.; anbarasu k.; natarajaseenivasan k.</td></tr><tr><td>Title:</td><td>b-cell-specific peptides of leptospira interrogans liga for diagnosis of patients with acute leptospirosis</td></tr><tr><td>Source:</td><td>clinical and vaccine immunology, 21(3), 354-359</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1128/cvi.00456-13	-0.1899	-0.6772	7	64	94	11	0.5429	2014	11	0.5429
171	schussek s. (2014)	"<table><tr><td>Authors:</td><td>schussek s.; trieu a.; doolan d.l.</td></tr><tr><td>Title:</td><td>genome- and proteome-wide screening strategies for antigen discovery and immunogen design</td></tr><tr><td>Source:</td><td>biotechnology advances, 32(2), 403-414</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.biotechadv.2013.12.006	0.5705	0.1467	2	346	877	11	0.5429	2014	11	0.5429
172	arumugam t.u. (2014)	"<table><tr><td>Authors:</td><td>arumugam t.u.; ito d.; takashima e.; tachibana m.; ishino t.; torii m.; tsuboi t.</td></tr><tr><td>Title:</td><td>application of wheat germ cell-free protein expression system for novel malaria vaccine candidate discovery</td></tr><tr><td>Source:</td><td>expert review of vaccines, 13(1), 75-85</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1586/14760584.2014.861747	0.1493	0.374	5	18	46	33	1.6286	2014	33	1.6286
173	he y. (2014)	"<table><tr><td>Authors:</td><td>he y.; racz r.; sayers s.; lin y.; todd t.; hur j.; li x.; patel m.; zhao b.; chung m.; ostrow j.; sylora a.; dungarani p.; ulysse g.; kochhar k.; vidri b.; strait k.; jourdian g.w.; xiang z.</td></tr><tr><td>Title:</td><td>updates on the web-based violin vaccine database and analysis system</td></tr><tr><td>Source:</td><td>nucleic acids research, 42(d1), d1124-d1132</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1093/nar/gkt1133	0.2637	0.2335	4	191	297	43	2.1221	2014	43	2.1221
174	jaiswal v. (2014)	"<table><tr><td>Authors:</td><td>jaiswal v.; chauhan r.s.; rout c.</td></tr><tr><td>Title:</td><td>common antigens prediction in bacterial bioweapons: a perspective for vaccine design</td></tr><tr><td>Source:</td><td>infection, genetics and evolution, 21, 315-319</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.meegid.2013.11.011	-0.6343	-0.1661	1	174	213	5	0.2468	2014	5	0.2468
175	chaudhuri r. (2014b)	"<table><tr><td>Authors:</td><td>chaudhuri r.; kulshreshtha d.; raghunandanan m.v.; ramachandran s.</td></tr><tr><td>Title:</td><td>integrative immunoinformatics for mycobacterial diseases in r platform</td></tr><tr><td>Source:</td><td>systems and synthetic biology, 8(1), 27-39</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1007/s11693-014-9135-9	0.1206	0.0973	4	412	1037	15	0.7403	2014	15	0.7403
176	tani c. (2014)	"<table><tr><td>Authors:</td><td>tani c.; stella m.; donnarumma d.; biagini m.; parente p.; vadi a.; magagnoli c.; costantino p.; rigat f.; norais n.</td></tr><tr><td>Title:</td><td>quantification by lc-mse of outer membrane vesicle proteins of the bexsero® vaccine</td></tr><tr><td>Source:</td><td>vaccine, 32(11), 1273-1279</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2014.01.011	0.9111	-0.141	2	278	518	27	1.3325	2014	27	1.3325
177	carvalho g.b.f.d. (2014)	"<table><tr><td>Authors:</td><td>carvalho g.b.f.d.; pacífico l.g.g.; pimenta d.l.f.; siqueira l.m.v.; teixeira-carvalho a.; coelho p.m.z.; pinheiro c.d.s.; fujiwara r.t.; oliveira s.c.; fonseca c.t.</td></tr><tr><td>Title:</td><td>evaluation of the use of c-terminal part of the schistosoma mansoni 200kda tegumental protein in schistosomiasis diagnosis and vaccine formulation</td></tr><tr><td>Source:</td><td>experimental parasitology, 139(1), 24-32</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.exppara.2014.02.003	-0.2607	-0.4399	7	21	24	16	0.7896	2014	16	0.7896
178	holst j. (2014)	"<table><tr><td>Authors:</td><td>holst j.</td></tr><tr><td>Title:</td><td>the long and winding road towards a menb vaccine with broad strain coverage [dug i trnovit put prema sveobuhvatnom cjepivu protiv meningokoka grupe b]</td></tr><tr><td>Source:</td><td>infektoloski glasnik, 34(2), 61-74</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"		1.2704	-0.0034	2	301	955	0	0	2014	0	0
179	priyadarshini v. (2014)	"<table><tr><td>Authors:</td><td>priyadarshini v.; pradhan d.; munikumar m.; swargam s.; umamaheswari a.; rajasekhar d.</td></tr><tr><td>Title:</td><td>genome-based approaches to develop epitope-driven subunit vaccines against pathogens of infective endocarditis</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics, 32(6), 876-889</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1080/07391102.2013.795871	-0.2544	-0.2279	1	205	300	17	0.839	2014	17	0.839
180	bager r.j. (2014)	"<table><tr><td>Authors:</td><td>bager r.j.; kudirkiene e.; da piedade i.; seemann t.; nielsen t.k.; pors s.e.; mattsson a.h.; boyce j.d.; adler b.; bojesen a.m.</td></tr><tr><td>Title:</td><td>in silico prediction of gallibacterium anatis pan-immunogens</td></tr><tr><td>Source:</td><td>veterinary research, 45(1)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1186/s13567-014-0080-0	0.3931	-0.1695	2	379	815	14	0.6909	2014	14	0.6909
181	goodswen s.j. (2014b)	"<table><tr><td>Authors:</td><td>goodswen s.j.; kennedy p.j.; ellis j.t.</td></tr><tr><td>Title:</td><td>vacceed: a high-throughput in silico vaccine candidate discovery pipeline for eukaryotic pathogens based on reverse vaccinology</td></tr><tr><td>Source:</td><td>bioinformatics, 30(16), 2381-2383</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1093/bioinformatics/btu300	0.6017	0.1966	4	183	307	30	1.4805	2014	30	1.4805
182	oany a.r. (2014)	"<table><tr><td>Authors:</td><td>oany a.r.; emran a.-a.; jyoti t.p.</td></tr><tr><td>Title:</td><td>design of an epitope-based peptide vaccine against spike protein of human coronavirus: an in silico approach</td></tr><tr><td>Source:</td><td>drug design, development and therapy, 8, 1139-1149</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.2147/dddt.s67861	-0.8944	0.0249	1	239	494	51	2.5169	2014	51	2.5169
183	rappuoli r. (2014b)	"<table><tr><td>Authors:</td><td>rappuoli r.; pizza m.; del giudice g.; de gregorio e.</td></tr><tr><td>Title:</td><td>vaccines, new opportunities for a new society</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 111(34), 12288-12293</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1073/pnas.1402981111	0.6816	0.0177	2	234	318	128	6.3169	2014	128	6.3169
184	sabbaghian e. (2014)	"<table><tr><td>Authors:</td><td>sabbaghian e.; roodbari f.; rafiei a.; amani j.</td></tr><tr><td>Title:</td><td>in silico design of a multimeric polytope as a highly immunogenic dna vaccine against human cytomegalovirus</td></tr><tr><td>Source:</td><td>journal of applied biotechnology reports, 1(4), 143-153</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"		-0.9188	-0.0897	1	233	407	3	0.1481	2014	3	0.1481
185	caro-gomez e. (2014)	"<table><tr><td>Authors:</td><td>caro-gomez e.; gazi m.; goez y.; valbuena g.</td></tr><tr><td>Title:</td><td>discovery of novel cross-protective rickettsia prowazekii t-cell antigens using a combined reverse vaccinology and in vivo screening approach</td></tr><tr><td>Source:</td><td>vaccine, 32(39), 4968-4976</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2014.06.089	-0.1912	-0.0502	1	116	135	32	1.5792	2014	32	1.5792
186	klein r. (2014)	"<table><tr><td>Authors:</td><td>klein r.; templeton d.m.; schwenk m.</td></tr><tr><td>Title:</td><td>applications of immunochemistry in human health: advances in vaccinology and antibody design</td></tr><tr><td>Source:</td><td>pure and applied chemistry, 86(10), 1573-1617</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1515/pac-2013-1028	0.5903	0.2549	4	328	787	0	0	2014	0	0
187	chin c.f. (2014)	"<table><tr><td>Authors:</td><td>chin c.f.; teh b.a.; anthony a.a.; aziah i.; ismail a.; ong e.b.b.; lim t.s.</td></tr><tr><td>Title:</td><td>overexpression, purification and validation of antigenic salmonella enterica serovar typhi proteins identified from lc-ms/ms</td></tr><tr><td>Source:</td><td>applied biochemistry and biotechnology, 174(5), 1897-1906</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1007/s12010-014-1173-y	-0.1558	0.1047	4	89	100	3	0.1481	2014	3	0.1481
188	gededzha m.p. (2014)	"<table><tr><td>Authors:</td><td>gededzha m.p.; mphahlele m.j.; selabe s.g.</td></tr><tr><td>Title:</td><td>prediction of t-cell epitopes of hepatitis c virus genotype 5a</td></tr><tr><td>Source:</td><td>virology journal, 11(1)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1186/1743-422x-11-187	-0.7326	-0.2138	1	94	140	7	0.3455	2014	7	0.3455
189	nilo a. (2014)	"<table><tr><td>Authors:</td><td>nilo a.; allan m.; brogioni b.; proietti d.; cattaneo v.; crotti s.; sokup s.; zhai h.; margarit i.; berti f.; hu q.-y.; adamo r.</td></tr><tr><td>Title:</td><td>tyrosine-directed conjugation of large glycans to proteins via copper-free click chemistry</td></tr><tr><td>Source:</td><td>bioconjugate chemistry, 25(12), 2105-2111</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1021/bc500438h	0.7291	0.2826	4	145	172	33	1.6286	2014	33	1.6286
190	moyle p.m. (2015)	"<table><tr><td>Authors:</td><td>moyle p.m.</td></tr><tr><td>Title:</td><td>progress in vaccine development</td></tr><tr><td>Source:</td><td>current protocols in microbiology, 2015, 18.1.1-18.1.26</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1002/9780471729259.mc1801s36	0.2791	-0.0984	2	278	417	12	0.592	2015	12	0.592
191	molero-abraham m. (2015)	"<table><tr><td>Authors:</td><td>molero-abraham m.; glutting j.-p.; flower d.r.; lafuente e.m.; reche p.a.</td></tr><tr><td>Title:</td><td>epipox: immunoinformatic characterization of the shared t-cell epitome between variola virus and related pathogenic orthopoxviruses</td></tr><tr><td>Source:</td><td>journal of immunology research, 2015</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1155/2015/738020	-0.3898	-0.0699	1	82	110	8	0.3947	2015	8	0.3947
192	vishnu u.s. (2015)	"<table><tr><td>Authors:</td><td>vishnu u.s.; sankarasubramanian j.; gunasekaran p.; rajendhran j.</td></tr><tr><td>Title:</td><td>novel vaccine candidates against brucella melitensis identified through reverse vaccinology approach</td></tr><tr><td>Source:</td><td>omics a journal of integrative biology, 19(11), 722-729</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1089/omi.2015.0105	-0.4774	-0.1209	1	331	812	18	0.888	2015	18	0.888
193	liljeroos l. (2015)	"<table><tr><td>Authors:</td><td>liljeroos l.; malito e.; ferlenghi i.; bottomley m.j.</td></tr><tr><td>Title:</td><td>structural and computational biology in the design of immunogenic vaccine antigens</td></tr><tr><td>Source:</td><td>journal of immunology research, 2015</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1155/2015/156241	0.5966	-0.0383	2	335	887	48	2.368	2015	48	2.368
194	mameli c. (2015)	"<table><tr><td>Authors:</td><td>mameli c.; galli e.; mantegazza c.; fabiano v.; zuccotti g.v.</td></tr><tr><td>Title:</td><td>the multicomponent meningococcal serogroup b vaccine (4cmenb): origin, composition, health impact and unknown aspects</td></tr><tr><td>Source:</td><td>future microbiology, 10(10), 1579-1598</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.2217/fmb.15.91	1.5218	-0.1035	2	198	463	6	0.296	2015	6	0.296
195	chiang m.-h. (2015)	"<table><tr><td>Authors:</td><td>chiang m.-h.; sung w.-c.; lien s.-p.; chen y.-z.; lo a.f.-y.; huang j.-h.; kuo s.-c.; chong p.</td></tr><tr><td>Title:</td><td>identification of novel vaccine candidates against acinetobacter baumannii using reverse vaccinology</td></tr><tr><td>Source:</td><td>human vaccines and immunotherapeutics, 11(4), 1065-1073</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1080/21645515.2015.1010910	-0.0337	-0.1377	3	103	153	59	2.9107	2015	59	2.9107
196	mohanapriya a. (2015)	"<table><tr><td>Authors:</td><td>mohanapriya a.; samhita p.n.; sudharsana s.; kaler s.; tripathi a.; lulu s.; nancy veena kumari d.</td></tr><tr><td>Title:</td><td>revivals in reverse vaccinology: a genomic perspective</td></tr><tr><td>Source:</td><td>research journal of pharmaceutical, biological and chemical sciences, 6(5), 1260-1268</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"		0.8285	-0.1523	2	221	399	0	0	2015	0	0
197	jabeen a. (2015)	"<table><tr><td>Authors:</td><td>jabeen a.; naeem k.; siddique n.; abass m.a.; saqlan naqvi s.m.</td></tr><tr><td>Title:</td><td>cloning, sequencing and bioinformatic analysis of hypervariable region of hexon gene of avian adenovirus 4 (aav4) associated with angara disease from pakistan</td></tr><tr><td>Source:</td><td>international journal of agriculture and biology, 17(4), 833-837</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.17957/ijab/14.0014	-1.1043	0.0092	1	64	71	6	0.296	2015	6	0.296
198	ali a. (2015)	"<table><tr><td>Authors:</td><td>ali a.; naz a.; soares s.c.; bakhtiar m.; tiwari s.; hassan s.s.; hanan f.; ramos r.; pereira u.; barh d.; figueiredo h.c.p.; ussery d.w.; miyoshi a.; silva a.; azevedo v.</td></tr><tr><td>Title:</td><td>pan-genome analysis of human gastric pathogen h. pylori: comparative genomics and pathogenomics approaches to identify regions associated with pathogenicity and prediction of potential core therapeutic targets</td></tr><tr><td>Source:</td><td>biomed research international, 2015</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1155/2015/139580	-0.1635	-0.0137	5	101	145	33	1.628	2015	33	1.628
199	venkatachalam r. (2015)	"<table><tr><td>Authors:</td><td>venkatachalam r.; subramaniyan v.</td></tr><tr><td>Title:</td><td>antigenicity of envelop and non-structural proteins of dengue serotypes and their potentiality to elicit specific antibody</td></tr><tr><td>Source:</td><td>asian pacific journal of tropical disease, 5(s1), s47-s50</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/s2222-1808(15)60855-6	-1.0202	-0.2836	1	148	154	1	0.0493	2015	1	0.0493
200	monterrubio-lópez g.p. (2015)	"<table><tr><td>Authors:</td><td>monterrubio-lópez g.p.; gonzález-y-merchand j.a.; ribas-aparicio r.m.</td></tr><tr><td>Title:</td><td>identification of novel potential vaccine candidates against tuberculosis based on reverse vaccinology</td></tr><tr><td>Source:</td><td>biomed research international, 2015</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1155/2015/483150	-0.1812	0.0987	6	127	156	33	1.628	2015	33	1.628
201	heinson a.i. (2015)	"<table><tr><td>Authors:</td><td>heinson a.i.; woelk c.h.; newell m.-l.</td></tr><tr><td>Title:</td><td>the promise of reverse vaccinology</td></tr><tr><td>Source:</td><td>international health, 7(2), 85-89</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1093/inthealth/ihv002	0.3927	-0.2078	2	355	727	25	1.2333	2015	25	1.2333
202	adler b. (2015)	"<table><tr><td>Authors:</td><td>adler b.</td></tr><tr><td>Title:</td><td>vaccines against leptospirosis</td></tr><tr><td>Source:</td><td>current topics in microbiology and immunology, 387, 251-272</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1007/978-3-662-45059-8_10	0.0944	-0.7622	7	24	123	57	2.812	2015	57	2.812
203	tufchi n. (2015)	"<table><tr><td>Authors:</td><td>tufchi n.; pant k.; pant b.</td></tr><tr><td>Title:</td><td>docking studies of grayanotoxin as potential inhibitor for major virulent proteins of encephalitis virus</td></tr><tr><td>Source:</td><td>international journal of pharmtech research, 7(1), 156-164</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"		-0.6998	-0.4196	1	70	77	3	0.148	2015	3	0.148
204	xu q. (2015)	"<table><tr><td>Authors:</td><td>xu q.; ma x.; wang f.; li h.; xiao y.; zhao x.</td></tr><tr><td>Title:</td><td>design and construction of a chimeric multi-epitope gene as an epitope-vaccine strategy against alv-j</td></tr><tr><td>Source:</td><td>protein expression and purification, 106, 18-24</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.pep.2014.10.007	-0.1683	0.2263	1	41	42	9	0.444	2015	9	0.444
205	argondizzo a.p.c. (2015)	"<table><tr><td>Authors:</td><td>argondizzo a.p.c.; da mota f.f.; pestana c.p.; reis j.n.; de miranda a.b.; galler r.; medeiros m.a.</td></tr><tr><td>Title:</td><td>identification of proteins in streptococcus pneumoniae by reverse vaccinology and genetic diversity of these proteins in clinical isolates</td></tr><tr><td>Source:</td><td>applied biochemistry and biotechnology, 175(4), 2124-2165</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1007/s12010-014-1375-3	0.243	-0.0603	4	285	500	9	0.444	2015	9	0.444
206	altindis e. (2015)	"<table><tr><td>Authors:</td><td>altindis e.; cozzi r.; di palo b.; necchi f.; mishra r.p.; fontana m.r.; soriani m.; bagnoli f.; maione d.; grandi g.; liberatori s.</td></tr><tr><td>Title:</td><td>protectome analysis: a new selective bioinformatics tool for bacterial vaccine candidate discovery</td></tr><tr><td>Source:</td><td>molecular and cellular proteomics, 14(2), 418-429</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1074/mcp.m114.039362	0.4469	-0.1249	2	334	609	21	1.036	2015	21	1.036
207	chandler j.c. (2015)	"<table><tr><td>Authors:</td><td>chandler j.c.; sutherland m.d.; harton m.r.; molins c.r.; anderson r.v.; heaslip d.g.; bosio c.m.; belisle j.t.</td></tr><tr><td>Title:</td><td>francisella tularensis lvs surface and membrane proteins as targets of effective post-exposure immunization for tularemia</td></tr><tr><td>Source:</td><td>journal of proteome research, 14(2), 664-675</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1021/pr500628k	0.6537	-0.2785	2	188	201	11	0.5427	2015	11	0.5427
208	dwilow r. (2015)	"<table><tr><td>Authors:</td><td>dwilow r.; fanella s.</td></tr><tr><td>Title:</td><td>invasive meningococcal disease in the 21st century—an update for the clinician</td></tr><tr><td>Source:</td><td>current neurology and neuroscience reports, 15(3)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1007/s11910-015-0524-6	1.5006	-0.1134	2	187	354	42	2.072	2015	42	2.072
209	de alvarenga mudadu m. (2015)	"<table><tr><td>Authors:</td><td>de alvarenga mudadu m.; carvalho v.; leclercq s.y.</td></tr><tr><td>Title:</td><td>nonclassically secreted proteins as possible antigens for vaccine development: a reverse vaccinology approach</td></tr><tr><td>Source:</td><td>applied biochemistry and biotechnology, 175(7), 3360-3370</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1007/s12010-015-1507-4	0.7061	-0.3406	2	275	572	6	0.296	2015	6	0.296
210	nijhof a.m. (2015)	"<table><tr><td>Authors:</td><td>nijhof a.m.</td></tr><tr><td>Title:</td><td>genetic make-up of arthropod vectors</td></tr><tr><td>Source:</td><td>oie revue scientifique et technique, 34(1), 113-122</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.20506/rst.34.1.2348	-0.0358	0.3663	5	30	47	0	0	2015	0	0
