id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
127	barh d. (2013)	"<table><tr><td>Authors:</td><td>barh d.; barve n.; gupta k.; chandra s.; jain n.; tiwari s.; leon-sicairos n.; canizalez-roman a.; rodrigues dos santos a.; hassan s.s.; almeida s.; thiago jucá ramos r.; augusto carvalho de abreu v.; ribeiro carneiro a.; de castro soares s.; luiz de paula castro t.; miyoshi a.; silva a.; kumar a.; misra a.n.; blum k.; braverman e.r.; azevedo v.</td></tr><tr><td>Title:</td><td>exoproteome and secretome derived broad spectrum novel drug and vaccine candidates in vibrio cholerae targeted by piper betel derived compounds</td></tr><tr><td>Source:</td><td>plos one, 8(1)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1371/journal.pone.0052773	0.5589	0.4738	1	10	39	1.6078	2013	39	1.6078
128	prachi p. (2013)	"<table><tr><td>Authors:</td><td>prachi p.; donati c.; masciopinto f.; rappuoli r.; bagnoli f.</td></tr><tr><td>Title:</td><td>deep sequencing in pre- and clinical vaccine research</td></tr><tr><td>Source:</td><td>public health genomics, 16(1-2), 62-68</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1159/000345611	-0.1534	-0.4463	6	2	6	0.2473	2013	6	0.2473
129	tanca a. (2013)	"<table><tr><td>Authors:</td><td>tanca a.; deligios m.; addis m.f.; uzzau s.</td></tr><tr><td>Title:</td><td>high throughput genomic and proteomic technologies in the fight against infectious diseases</td></tr><tr><td>Source:</td><td>journal of infection in developing countries, 7(3), 182-190</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.3855/jidc.3027	-0.7503	-0.125	3	3	10	0.4122	2013	10	0.4122
130	he y. (2013b)	"<table><tr><td>Authors:</td><td>he y.; cao z.; de groot a.s.; brusic v.; schönbach c.; petrovsky n.</td></tr><tr><td>Title:</td><td>computational vaccinology and the icovax 2012 workshop</td></tr><tr><td>Source:</td><td>bmc bioinformatics, 14(suppl4)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1186/1471-2105-14-s4-i1	0.1374	-0.2307	10	5	8	0.3298	2013	8	0.3298
131	xiang z. (2013)	"<table><tr><td>Authors:</td><td>xiang z.; he y.</td></tr><tr><td>Title:</td><td>genome-wide prediction of vaccine targets for human herpes simplex viruses using vaxign reverse vaccinology</td></tr><tr><td>Source:</td><td>bmc bioinformatics, 14(suppl4)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1186/1471-2105-14-s4-s2	-0.0599	0.0546	10	14	40	1.649	2013	40	1.649
132	gomez g. (2013a)	"<table><tr><td>Authors:</td><td>gomez g.; pei j.; mwangi w.; adams l.g.; rice-ficht a.; ficht t.a.</td></tr><tr><td>Title:</td><td>immunogenic and invasive properties of brucella melitensis 16m outer membrane protein vaccine candidates identified via a reverse vaccinology approach</td></tr><tr><td>Source:</td><td>plos one, 8(3)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1371/journal.pone.0059751	0.2415	-0.5171	2	6	34	1.4016	2013	34	1.4016
133	maclennan c.a. (2013)	"<table><tr><td>Authors:</td><td>maclennan c.a.</td></tr><tr><td>Title:</td><td>vaccines for low-income countries</td></tr><tr><td>Source:</td><td>seminars in immunology, 25(2), 114-123</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.smim.2013.05.004	-0.6228	-0.182	3	2	21	0.8657	2013	21	0.8657
134	koch c.p. (2013a)	"<table><tr><td>Authors:</td><td>koch c.p.; pillong m.; hiss j.a.; schneider g.</td></tr><tr><td>Title:</td><td>computational resources for mhc ligand identification</td></tr><tr><td>Source:</td><td>molecular informatics, 32(4), 326-336</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1002/minf.201300042	0.4058	-0.8185	6	1	6	0.2473	2013	6	0.2473
135	oprea m. (2013)	"<table><tr><td>Authors:</td><td>oprea m.; antohe f.</td></tr><tr><td>Title:</td><td>reverse-vaccinology strategy for designing t-cell epitope candidates forstaphylococcus aureus endocarditis vaccine</td></tr><tr><td>Source:</td><td>biologicals, 41(3), 148-153</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.biologicals.2013.03.001	-0.0261	0.0292	14	12	20	0.8245	2013	20	0.8245
136	jaiswal v. (2013)	"<table><tr><td>Authors:</td><td>jaiswal v.; chanumolu s.k.; gupta a.; chauhan r.s.; rout c.</td></tr><tr><td>Title:</td><td>jenner-predict server: prediction of protein vaccine candidates (pvcs) in bacteria based on host-pathogen interactions</td></tr><tr><td>Source:</td><td>bmc bioinformatics, 14(1)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1186/1471-2105-14-211	0.1976	-0.1305	2	23	35	1.4429	2013	35	1.4429
137	kumar s. (2013)	"<table><tr><td>Authors:</td><td>kumar s.; puniya b.l.; parween s.; nahar p.; ramachandran s.</td></tr><tr><td>Title:</td><td>identification of novel adhesins of m. tuberculosis h37rv using integrated approach of multiple computational algorithms and experimental analysis</td></tr><tr><td>Source:</td><td>plos one, 8(7)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1371/journal.pone.0069790	0.6198	-0.3308	20	1	17	0.7008	2013	17	0.7008
138	grubaugh d. (2013)	"<table><tr><td>Authors:</td><td>grubaugh d.; flechtner j.b.; higgins d.e.</td></tr><tr><td>Title:</td><td>proteins as t cell antigens: methods for high-throughput identification</td></tr><tr><td>Source:</td><td>vaccine, 31(37), 3805-3810</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2013.06.046	-0.5732	-0.403	3	4	20	0.8245	2013	20	0.8245
139	soares s.c. (2013)	"<table><tr><td>Authors:</td><td>soares s.c.; trost e.; ramos r.t.j.; carneiro a.r.; santos a.r.; pinto a.c.; barbosa e.; aburjaile f.; ali a.; diniz c.a.a.; hassan s.s.; fiaux k.; guimarães l.c.; bakhtiar s.m.; pereira u.; almeida s.s.; abreu v.a.c.; rocha f.s.; dorella f.a.; miyoshi a.; silva a.; azevedo v.; tauch a.</td></tr><tr><td>Title:</td><td>genome sequence of corynebacterium pseudotuberculosis biovar equi strain 258 and prediction of antigenic targets to improve biotechnological vaccine production</td></tr><tr><td>Source:</td><td>journal of biotechnology, 167(2), 135-141</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.jbiotec.2012.11.003	0.3935	-0.2591	20	6	31	1.278	2013	31	1.278
140	chen v.l. (2013)	"<table><tr><td>Authors:</td><td>chen v.l.; avci f.y.; kasper d.l.</td></tr><tr><td>Title:</td><td>a maternal vaccine against group b streptococcus: past, present, and future</td></tr><tr><td>Source:</td><td>vaccine, 31(s4), d13-d19</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2012.12.080	-0.4628	-0.2673	27	4	57	2.3498	2013	57	2.3498
141	simionatto s. (2013)	"<table><tr><td>Authors:</td><td>simionatto s.; marchioro s.b.; maes d.; dellagostin o.a.</td></tr><tr><td>Title:</td><td>mycoplasma hyopneumoniae: from disease to vaccine development</td></tr><tr><td>Source:</td><td>veterinary microbiology, 165(3-4), 234-242</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.vetmic.2013.04.019	-0.1202	-0.6995	5	2	58	2.391	2013	58	2.391
143	koch c.p. (2013b)	"<table><tr><td>Authors:</td><td>koch c.p.; perna a.m.; weissmüller s.; bauer s.; pillong m.; baleeiro r.b.; reutlinger m.; folkers g.; walden p.; wrede p.; hiss j.a.; waibler z.; schneider g.</td></tr><tr><td>Title:</td><td>exhaustive proteome mining for functional mhc-i ligands</td></tr><tr><td>Source:</td><td>acs chemical biology, 8(9), 1876-1881</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1021/cb400252t	0.398	-0.8042	6	2	10	0.4122	2013	10	0.4122
144	schubert-unkmeir a. (2013)	"<table><tr><td>Authors:</td><td>schubert-unkmeir a.; christodoulides m.</td></tr><tr><td>Title:</td><td>genome-based bacterial vaccines: current state and future outlook</td></tr><tr><td>Source:</td><td>biodrugs, 27(5), 419-430</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1007/s40259-013-0034-5	-0.3686	-0.425	5	29	9	0.371	2013	9	0.371
146	kanampalliwar a.m. (2013)	"<table><tr><td>Authors:</td><td>kanampalliwar a.m.; soni r.; girdhar a.; tiwari a.</td></tr><tr><td>Title:</td><td>reverse vaccinology: basics and applications</td></tr><tr><td>Source:</td><td>journal of vaccines and vaccination, 4(6)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.4172/2157-7560.1000194	0.2763	-0.3018	20	3	21	0.8657	2013	21	0.8657
147	moriel d.g. (2013)	"<table><tr><td>Authors:</td><td>moriel d.g.; beatson s.a.; wurpel d.j.; lipman j.; nimmo g.r.; paterson d.l.; schembri m.a.</td></tr><tr><td>Title:</td><td>identification of novel vaccine candidates against multidrug-resistant acinetobacter baumannii</td></tr><tr><td>Source:</td><td>plos one, 8(10)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1371/journal.pone.0077631	0.0262	0.4756	13	6	57	2.3498	2013	57	2.3498
148	urosev d. (2013)	"<table><tr><td>Authors:</td><td>urosev d.; ferrer-navarro m.; pastorello i.; cartocci e.; costenaro l.; zhulenkovs d.; maréchal j.-d.; leonchiks a.; reverter d.; serino l.; soriani m.; daura x.</td></tr><tr><td>Title:</td><td>crystal structure of c5321: a protective antigen present in uropathogenic escherichia coli strains displaying an slr fold</td></tr><tr><td>Source:</td><td>bmc structural biology, 13(1)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1186/1472-6807-13-19	-0.6984	-0.2374	3	1	11	0.4535	2013	11	0.4535
149	goodswen s.j. (2013)	"<table><tr><td>Authors:</td><td>goodswen s.j.; kennedy p.j.; ellis j.t.</td></tr><tr><td>Title:</td><td>a guide to in silico vaccine discovery for eukaryotic pathogens</td></tr><tr><td>Source:</td><td>briefings in bioinformatics, 14(6), 753-774</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1093/bib/bbs066	0.0611	-0.2569	25	9	20	0.8245	2013	20	0.8245
150	panatto d. (2013)	"<table><tr><td>Authors:</td><td>panatto d.; amicizia d.; lai p.l.; cristina m.l.; domnich a.; gasparini r.</td></tr><tr><td>Title:</td><td>new versus old meningococcal group b vaccines: how the new ones may benefit infants & toddlers</td></tr><tr><td>Source:</td><td>indian journal of medical research, 138(dec), 835-846</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"		-0.7636	0.2343	10	11	15	0.6184	2013	15	0.6184
151	gomez g. (2013b)	"<table><tr><td>Authors:</td><td>gomez g.; adams l.g.; rice-ficht a.; ficht t.a.</td></tr><tr><td>Title:</td><td>host-brucella interactions and the brucella genome as tools for subunit antigen discovery and immunization against brucellosis</td></tr><tr><td>Source:</td><td>frontiers in cellular and infection microbiology, 4(may)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.3389/fcimb.2013.00017	-0.0707	-0.52	5	5	33	1.3604	2013	33	1.3604
152	rappuoli r. (2014a)	"<table><tr><td>Authors:</td><td>rappuoli r.</td></tr><tr><td>Title:</td><td>vaccines, emerging viruses, and how to avoid disaster</td></tr><tr><td>Source:</td><td>bmc biology, 12(1)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1186/s12915-014-0100-6	-0.576	-0.3215	9	2	3	0.1481	2014	3	0.1481
153	tomar n. (2014)	"<table><tr><td>Authors:</td><td>tomar n.; de r.k.</td></tr><tr><td>Title:</td><td>immunoinformatics: a brief review</td></tr><tr><td>Source:</td><td>methods in molecular biology, 1184, 23-55</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1007/978-1-4939-1115-8_3	0.3368	0.0948	7	8	34	1.6779	2014	34	1.6779
155	křížová p. (2014)	"<table><tr><td>Authors:</td><td>křížová p.; musílek m.; vacková z.; bečvářová z.; kozáková j.</td></tr><tr><td>Title:</td><td>sequencing analysis of the antigens included in the four-component vaccine against serogroup b meningococcus in czech isolates of neisseria meningitidis from 2007–2013 [sekvenační analýza antigenů zařazených v čtyřkomponentní vakcíně proti meningokoku b v českých izolátech neisseria meningitidis v období 2007–2013]</td></tr><tr><td>Source:</td><td>epidemiologie, mikrobiologie, imunologie, 63(1), 61-68</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"		-0.6067	0.2669	17	3	4	0.1974	2014	4	0.1974
156	vernikos g. (2014)	"<table><tr><td>Authors:</td><td>vernikos g.; medini d.</td></tr><tr><td>Title:</td><td>bexsero® chronicle</td></tr><tr><td>Source:</td><td>pathogens and global health, 108(7), 305-311</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1179/2047773214y.0000000162	-0.1262	0.1735	12	9	59	2.9117	2014	59	2.9117
157	van regenmortel m.h.v. (2014a)	"<table><tr><td>Authors:</td><td>van regenmortel m.h.v.</td></tr><tr><td>Title:</td><td>an outdated notion of antibody specificity is one of the major detrimental assumptions of the structure-based reverse vaccinology paradigm, which prevented it from helping to develop an effective hiv-1 vaccine</td></tr><tr><td>Source:</td><td>frontiers in immunology, 5(nov)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.3389/fimmu.2014.00593	-1.5261	1.4769	23	3	18	0.8883	2014	18	0.8883
158	chakraborty s. (2014)	"<table><tr><td>Authors:</td><td>chakraborty s.</td></tr><tr><td>Title:</td><td>ebola vaccine: multiple peptide-epitope loaded vaccine formulation from proteome using reverse vaccinology approach</td></tr><tr><td>Source:</td><td>international journal of pharmacy and pharmaceutical sciences, 6(10), 407-412</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"		-1.2861	-0.195	17	1	5	0.2468	2014	5	0.2468
159	böhles n. (2014)	"<table><tr><td>Authors:</td><td>böhles n.; busch k.; hensel m.</td></tr><tr><td>Title:</td><td>vaccines against human diarrheal pathogens: current status and perspectives</td></tr><tr><td>Source:</td><td>human vaccines and immunotherapeutics, 10(6), 1522-1535</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.4161/hv.29241	-0.1859	0.5746	12	1	20	0.987	2014	20	0.987
160	aebischer t. (2014)	"<table><tr><td>Authors:</td><td>aebischer t.</td></tr><tr><td>Title:</td><td>leishmania spp. proteome data sets: a comprehensive resource for vaccine development to target visceral leishmaniasis</td></tr><tr><td>Source:</td><td>frontiers in immunology, 5(jun)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.3389/fimmu.2014.00260	-0.3383	-0.6743	11	5	13	0.6416	2014	13	0.6416
161	gil á. (2014)	"<table><tr><td>Authors:</td><td>gil á.; barranco d.; batalla j.; bayas j.m.; campins m.; gorrotxategi gorrotxategi p.; lluch j.; martinón-torres f.; mellado m.j.; moreno-pérez d.; uriel b.; vázquez j.a.</td></tr><tr><td>Title:</td><td>prevention of serogroup b meningococcal disease using a four-component vaccine [prevención de la enfermedad meningocócica por el serogrupo b mediante una vacuna de cuatro componentes]</td></tr><tr><td>Source:</td><td>pediatria de atencion primaria, 16(62), 108.e55-108.e74</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"		-0.5402	-0.0257	4	4	0	0	2014	0	0
162	goodswen s.j. (2014a)	"<table><tr><td>Authors:</td><td>goodswen s.j.; kennedy p.j.; ellis j.t.</td></tr><tr><td>Title:</td><td>discovering a vaccine against neosporosis using computers: is it feasible?</td></tr><tr><td>Source:</td><td>trends in parasitology, 30(8), 401-411</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.pt.2014.06.004	-0.2391	-0.3086	25	14	14	0.6909	2014	14	0.6909
163	jain r. (2014)	"<table><tr><td>Authors:</td><td>jain r.; ramaswamy s.k.; piramanayagam s.</td></tr><tr><td>Title:</td><td>an omics insight: a hope for hrsv vaccine</td></tr><tr><td>Source:</td><td>indian journal of biotechnology, 13(2), 157-164</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"		-0.1516	-0.7824	5	3	0	0	2014	0	0
165	esposito s. (2014)	"<table><tr><td>Authors:</td><td>esposito s.; castellazzi l.; bosco a.; musio a.; stoddard j.</td></tr><tr><td>Title:</td><td>use of a multicomponent, recombinant, meningococcal serogroup b vaccine (4cmenb) for bacterial meningitis prevention</td></tr><tr><td>Source:</td><td>immunotherapy, 6(4), 395-408</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.2217/imt.14.11	-0.057	-0.2004	2	2	9	0.4442	2014	9	0.4442
166	hamborg m. (2014)	"<table><tr><td>Authors:</td><td>hamborg m.; rose f.; jorgensen l.; bjorklund k.; pedersen h.b.; christensen d.; foged c.</td></tr><tr><td>Title:</td><td>elucidating the mechanisms of protein antigen adsorption to the caf/naf liposomal vaccine adjuvant systems: effect of charge, fluidity and antigen-to-lipid ratio</td></tr><tr><td>Source:</td><td>biochimica et biophysica acta - biomembranes, 1838(8), 2001-2010</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.bbamem.2014.04.013	-0.536	0.8194	29	1	28	1.3818	2014	28	1.3818
167	talukdar s. (2014)	"<table><tr><td>Authors:</td><td>talukdar s.; zutshi s.; prashanth k.s.; saikia k.k.; kumar p.</td></tr><tr><td>Title:</td><td>identification of potential vaccine candidates against streptococcus pneumoniae by reverse vaccinology approach</td></tr><tr><td>Source:</td><td>applied biochemistry and biotechnology, 172(6), 3026-3041</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1007/s12010-014-0749-x	-0.2714	-0.0857	24	19	21	1.0364	2014	21	1.0364
168	andrews s.m. (2014)	"<table><tr><td>Authors:</td><td>andrews s.m.; pollard a.j.</td></tr><tr><td>Title:</td><td>a vaccine against serogroup b neisseria meningitidis: dealing with uncertainty</td></tr><tr><td>Source:</td><td>the lancet infectious diseases, 14(5), 426-434</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/s1473-3099(13)70341-4	-0.841	0.1792	4	7	44	2.1714	2014	44	2.1714
169	van regenmortel m.h.v. (2014b)	"<table><tr><td>Authors:</td><td>van regenmortel m.h.v.; andrieu j.-m.; dimitrov d.s.; ensoli b.; hioe c.e.; moog c.; ruprecht r.m.</td></tr><tr><td>Title:</td><td>paradigm changes and the future of hiv vaccine research: a summary of a workshop held in baltimore on 20 november 2013</td></tr><tr><td>Source:</td><td>journal of aids and clinical research, 5(3)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.4172/2155-6113.1000281	-1.5499	1.5288	23	1	11	0.5429	2014	11	0.5429
171	schussek s. (2014)	"<table><tr><td>Authors:</td><td>schussek s.; trieu a.; doolan d.l.</td></tr><tr><td>Title:</td><td>genome- and proteome-wide screening strategies for antigen discovery and immunogen design</td></tr><tr><td>Source:</td><td>biotechnology advances, 32(2), 403-414</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.biotechadv.2013.12.006	-0.3622	-0.2888	3	13	11	0.5429	2014	11	0.5429
172	arumugam t.u. (2014)	"<table><tr><td>Authors:</td><td>arumugam t.u.; ito d.; takashima e.; tachibana m.; ishino t.; torii m.; tsuboi t.</td></tr><tr><td>Title:</td><td>application of wheat germ cell-free protein expression system for novel malaria vaccine candidate discovery</td></tr><tr><td>Source:</td><td>expert review of vaccines, 13(1), 75-85</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1586/14760584.2014.861747	-0.9092	-0.3927	9	2	33	1.6286	2014	33	1.6286
173	he y. (2014)	"<table><tr><td>Authors:</td><td>he y.; racz r.; sayers s.; lin y.; todd t.; hur j.; li x.; patel m.; zhao b.; chung m.; ostrow j.; sylora a.; dungarani p.; ulysse g.; kochhar k.; vidri b.; strait k.; jourdian g.w.; xiang z.</td></tr><tr><td>Title:</td><td>updates on the web-based violin vaccine database and analysis system</td></tr><tr><td>Source:</td><td>nucleic acids research, 42(d1), d1124-d1132</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1093/nar/gkt1133	0.1318	-0.1874	2	16	43	2.1221	2014	43	2.1221
174	jaiswal v. (2014)	"<table><tr><td>Authors:</td><td>jaiswal v.; chauhan r.s.; rout c.</td></tr><tr><td>Title:</td><td>common antigens prediction in bacterial bioweapons: a perspective for vaccine design</td></tr><tr><td>Source:</td><td>infection, genetics and evolution, 21, 315-319</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.meegid.2013.11.011	0.1341	-0.4365	6	3	5	0.2468	2014	5	0.2468
175	chaudhuri r. (2014b)	"<table><tr><td>Authors:</td><td>chaudhuri r.; kulshreshtha d.; raghunandanan m.v.; ramachandran s.</td></tr><tr><td>Title:</td><td>integrative immunoinformatics for mycobacterial diseases in r platform</td></tr><tr><td>Source:</td><td>systems and synthetic biology, 8(1), 27-39</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1007/s11693-014-9135-9	0.0921	-0.5146	24	8	15	0.7403	2014	15	0.7403
176	tani c. (2014)	"<table><tr><td>Authors:</td><td>tani c.; stella m.; donnarumma d.; biagini m.; parente p.; vadi a.; magagnoli c.; costantino p.; rigat f.; norais n.</td></tr><tr><td>Title:</td><td>quantification by lc-mse of outer membrane vesicle proteins of the bexsero® vaccine</td></tr><tr><td>Source:</td><td>vaccine, 32(11), 1273-1279</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2014.01.011	-0.6905	0.0443	4	4	27	1.3325	2014	27	1.3325
177	carvalho g.b.f.d. (2014)	"<table><tr><td>Authors:</td><td>carvalho g.b.f.d.; pacífico l.g.g.; pimenta d.l.f.; siqueira l.m.v.; teixeira-carvalho a.; coelho p.m.z.; pinheiro c.d.s.; fujiwara r.t.; oliveira s.c.; fonseca c.t.</td></tr><tr><td>Title:</td><td>evaluation of the use of c-terminal part of the schistosoma mansoni 200kda tegumental protein in schistosomiasis diagnosis and vaccine formulation</td></tr><tr><td>Source:</td><td>experimental parasitology, 139(1), 24-32</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.exppara.2014.02.003	-0.2153	-0.9236	5	1	16	0.7896	2014	16	0.7896
178	holst j. (2014)	"<table><tr><td>Authors:</td><td>holst j.</td></tr><tr><td>Title:</td><td>the long and winding road towards a menb vaccine with broad strain coverage [dug i trnovit put prema sveobuhvatnom cjepivu protiv meningokoka grupe b]</td></tr><tr><td>Source:</td><td>infektoloski glasnik, 34(2), 61-74</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"		-0.7524	0.1306	4	5	0	0	2014	0	0
179	priyadarshini v. (2014)	"<table><tr><td>Authors:</td><td>priyadarshini v.; pradhan d.; munikumar m.; swargam s.; umamaheswari a.; rajasekhar d.</td></tr><tr><td>Title:</td><td>genome-based approaches to develop epitope-driven subunit vaccines against pathogens of infective endocarditis</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics, 32(6), 876-889</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1080/07391102.2013.795871	-0.2235	-0.3501	15	5	17	0.839	2014	17	0.839
180	bager r.j. (2014)	"<table><tr><td>Authors:</td><td>bager r.j.; kudirkiene e.; da piedade i.; seemann t.; nielsen t.k.; pors s.e.; mattsson a.h.; boyce j.d.; adler b.; bojesen a.m.</td></tr><tr><td>Title:</td><td>in silico prediction of gallibacterium anatis pan-immunogens</td></tr><tr><td>Source:</td><td>veterinary research, 45(1)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1186/s13567-014-0080-0	-0.4784	0.0425	3	3	14	0.6909	2014	14	0.6909
181	goodswen s.j. (2014b)	"<table><tr><td>Authors:</td><td>goodswen s.j.; kennedy p.j.; ellis j.t.</td></tr><tr><td>Title:</td><td>vacceed: a high-throughput in silico vaccine candidate discovery pipeline for eukaryotic pathogens based on reverse vaccinology</td></tr><tr><td>Source:</td><td>bioinformatics, 30(16), 2381-2383</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1093/bioinformatics/btu300	-0.0318	-0.2181	25	14	30	1.4805	2014	30	1.4805
182	oany a.r. (2014)	"<table><tr><td>Authors:</td><td>oany a.r.; emran a.-a.; jyoti t.p.</td></tr><tr><td>Title:</td><td>design of an epitope-based peptide vaccine against spike protein of human coronavirus: an in silico approach</td></tr><tr><td>Source:</td><td>drug design, development and therapy, 8, 1139-1149</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.2147/dddt.s67861	-1.1629	-0.1826	17	5	51	2.5169	2014	51	2.5169
183	rappuoli r. (2014b)	"<table><tr><td>Authors:</td><td>rappuoli r.; pizza m.; del giudice g.; de gregorio e.</td></tr><tr><td>Title:</td><td>vaccines, new opportunities for a new society</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 111(34), 12288-12293</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1073/pnas.1402981111	-0.3891	-0.221	3	8	128	6.3169	2014	128	6.3169
184	sabbaghian e. (2014)	"<table><tr><td>Authors:</td><td>sabbaghian e.; roodbari f.; rafiei a.; amani j.</td></tr><tr><td>Title:</td><td>in silico design of a multimeric polytope as a highly immunogenic dna vaccine against human cytomegalovirus</td></tr><tr><td>Source:</td><td>journal of applied biotechnology reports, 1(4), 143-153</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"		1.1588	-0.3923	26	3	3	0.1481	2014	3	0.1481
185	caro-gomez e. (2014)	"<table><tr><td>Authors:</td><td>caro-gomez e.; gazi m.; goez y.; valbuena g.</td></tr><tr><td>Title:</td><td>discovery of novel cross-protective rickettsia prowazekii t-cell antigens using a combined reverse vaccinology and in vivo screening approach</td></tr><tr><td>Source:</td><td>vaccine, 32(39), 4968-4976</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2014.06.089	-0.2961	-0.5115	11	12	32	1.5792	2014	32	1.5792
186	klein r. (2014)	"<table><tr><td>Authors:</td><td>klein r.; templeton d.m.; schwenk m.</td></tr><tr><td>Title:</td><td>applications of immunochemistry in human health: advances in vaccinology and antibody design</td></tr><tr><td>Source:</td><td>pure and applied chemistry, 86(10), 1573-1617</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1515/pac-2013-1028	-0.4308	0.0861	6	7	0	0	2014	0	0
187	chin c.f. (2014)	"<table><tr><td>Authors:</td><td>chin c.f.; teh b.a.; anthony a.a.; aziah i.; ismail a.; ong e.b.b.; lim t.s.</td></tr><tr><td>Title:</td><td>overexpression, purification and validation of antigenic salmonella enterica serovar typhi proteins identified from lc-ms/ms</td></tr><tr><td>Source:</td><td>applied biochemistry and biotechnology, 174(5), 1897-1906</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1007/s12010-014-1173-y	0.9108	-0.0479	30	4	3	0.1481	2014	3	0.1481
